"id","wwmeasureid","submited_datetime","analysisdate","reportdate","fractionAnalyzed","value","notes","covtype_id","sampleid_id"
2123,ANT_23062022_covN2_PE-COD,2022-08-09 10:14:14,2022-06-27,2022-06-27,liquid,2898648649,"",9,601
2124,ANT_27062022_covE_PE-COD,2022-08-09 10:15:07,2022-06-27,2022-06-27,liquid,1961241722,"",3,602
2125,ANT_27062022_covN2_PE-COD,2022-08-09 10:15:07,2022-06-27,2022-06-27,liquid,1120579470,"",9,602
2126,ANT_30062022_covE_PE-COD,2022-08-09 10:15:44,2022-07-04,2022-07-04,liquid,1881127168,"",3,616
2127,ANT_30062022_covN2_PE-COD,2022-08-09 10:15:44,2022-07-04,2022-07-04,liquid,4204416185,"",9,616
2128,ANT_04072022_covE_PE-COD,2022-08-09 10:16:20,2022-07-04,2022-07-04,liquid,1814720102,"",3,617
2129,ANT_04072022_covN2_PE-COD,2022-08-09 10:16:20,2022-07-04,2022-07-04,liquid,8189821883,"",9,617
2130,ANT_07072022_covE_PE-COD,2022-08-09 10:16:54,2022-07-11,2022-07-11,liquid,6619178853,"",3,630
2131,ANT_07072022_covN2_PE-COD,2022-08-09 10:16:54,2022-07-11,2022-07-11,liquid,14426209224,"",9,630
2132,VAT_02052022_covE_PE-COD,2022-08-09 10:21:46,2022-05-02,2022-05-02,liquid,11705833333,"",3,424
2133,VAT_02052022_covN2_PE-COD,2022-08-09 10:21:46,2022-05-02,2022-05-02,liquid,38866666667,"",9,424
2134,VAT_05052022_covE_PE-COD,2022-08-09 10:22:27,2022-05-09,2022-05-09,liquid,508333333,"",3,472
2135,VAT_05052022_covN2_PE-COD,2022-08-09 10:22:27,2022-05-09,2022-05-09,liquid,1864531250,"",9,472
2136,VAT_09052022_covE_PE-COD,2022-08-09 10:23:03,2022-05-09,2022-05-09,liquid,615102041,"",3,473
2137,VAT_09052022_covN2_PE-COD,2022-08-09 10:23:03,2022-05-09,2022-05-09,liquid,563562925,"",9,473
2138,VAT_12052022_covE_PE-COD,2022-08-09 10:23:52,2022-05-16,2022-05-16,liquid,1638017429,"",3,514
2139,VAT_12052022_covN2_PE-COD,2022-08-09 10:23:52,2022-05-16,2022-05-16,liquid,1573311547,"",9,514
2140,VAT_16052022_covE_PE-COD,2022-08-09 10:24:27,2022-05-16,2022-05-16,liquid,10207712418,"",3,515
2141,VAT_16052022_covN2_PE-COD,2022-08-09 10:24:27,2022-05-16,2022-05-16,liquid,2991568627,"",9,515
2142,VAT_19052022_covE_PE-COD,2022-08-09 10:25:22,2022-05-23,2022-05-23,liquid,1072207965,"",3,531
2143,VAT_19052022_covN2_PE-COD,2022-08-09 10:25:22,2022-05-23,2022-05-23,liquid,3262035398,"",9,531
2144,LIM_04082022_covN2_gc/L,2022-08-12 13:19:25,2022-08-08,2022-08-08,liquid,29675.0,"",1,683
2145,LIM_04082022_covE_gc/L,2022-08-12 13:19:25,2022-08-08,2022-08-08,liquid,6399.5,"",2,683
2146,LIM_08082022_covN2_gc/L,2022-08-12 13:19:56,2022-08-08,2022-08-08,liquid,34330.0,"",1,684
2147,LIM_08082022_covE_gc/L,2022-08-12 13:19:56,2022-08-08,2022-08-08,liquid,8913.5,"",2,684
2148,LAR_04082022_covN2_gc/L,2022-08-12 13:21:02,2022-08-08,2022-08-08,liquid,30700.0,"",1,685
2149,LAR_04082022_covE_gc/L,2022-08-12 13:21:02,2022-08-08,2022-08-08,liquid,7396.0,"",2,685
2150,LAR_08082022_covN2_gc/L,2022-08-12 13:21:56,2022-08-08,2022-08-08,liquid,4520.0,"",1,686
2151,LAR_08082022_covE_gc/L,2022-08-12 13:21:56,2022-08-08,2022-08-08,liquid,2438.0,"",2,686
2152,ANT_04082022_covN2_gc/L,2022-08-12 13:22:38,2022-08-08,2022-08-08,liquid,45510.0,"",1,687
2153,ANT_04082022_covE_gc/L,2022-08-12 13:22:38,2022-08-08,2022-08-08,liquid,10670.5,"",2,687
2154,ANT_08082022_covN2_gc/L,2022-08-12 13:23:09,2022-08-08,2022-08-08,liquid,4080.0,"",1,688
2155,VAT_04082022_covN2_gc/L,2022-08-12 13:44:45,2022-08-08,2022-08-08,liquid,19355.0,"",1,689
2156,VAT_04082022_covE_gc/L,2022-08-12 13:44:45,2022-08-08,2022-08-08,liquid,5121.5,"",2,689
2157,VAT_08082022_covN2_gc/L,2022-08-12 13:45:16,2022-08-08,2022-08-08,liquid,31210.0,"",1,690
2158,VAT_08082022_covE_gc/L,2022-08-12 13:45:16,2022-08-08,2022-08-08,liquid,6967.5,"",2,690
2159,PAF_04082022_covN2_gc/L,2022-08-12 13:46:25,2022-08-08,2022-08-08,liquid,4770.98,"",1,691
2160,PAF_04082022_covE_gc/L,2022-08-12 13:46:25,2022-08-08,2022-08-08,liquid,11003.5,"",2,691
2161,PAF_08082022_covN2_gc/L,2022-08-12 13:46:51,2022-08-08,2022-08-08,liquid,6346.2,"",1,692
2162,PAF_08082022_covE_gc/L,2022-08-12 13:46:51,2022-08-08,2022-08-08,liquid,11888.5,"",2,692
2221,VAT_16062022_covE_PE-COD,2022-08-22 10:35:24,2022-06-20,2022-06-20,liquid,952545249,"",3,589
2165,PAR_08082022_covN2_gc/L,2022-08-12 13:48:35,2022-08-08,2022-08-08,liquid,35590.0,"",1,694
2166,PAR_08082022_covE_gc/L,2022-08-12 13:48:35,2022-08-08,2022-08-08,liquid,15420.0,"",2,694
2167,AYI_04082022_covN2_gc/L,2022-08-12 13:49:12,2022-08-08,2022-08-08,liquid,56595.0,"",1,695
2168,AYI_04082022_covE_gc/L,2022-08-12 13:49:12,2022-08-08,2022-08-08,liquid,19600.0,"",2,695
2169,AYI_08082022_covN2_gc/L,2022-08-12 13:49:45,2022-08-08,2022-08-08,liquid,35340.0,"",1,696
2170,AYI_08082022_covE_gc/L,2022-08-12 13:49:45,2022-08-08,2022-08-08,liquid,20220.0,"",2,696
2171,PAR_04082022_covN2_gc/L,2022-08-12 13:56:45,2022-08-08,2022-08-08,liquid,34085.0,"",1,693
2172,PAR_04082022_covE_gc/L,2022-08-12 13:56:45,2022-08-08,2022-08-08,liquid,6917.0,"",2,693
2173,LIM_16052022_covE_gc/L,2022-08-13 16:25:44,2022-05-16,2022-05-16,liquid,14515.0,"",2,509
2174,LIM_16052022_covE_PE-COD,2022-08-13 16:25:44,2022-05-16,2022-05-16,liquid,1451500000,"",3,509
2175,PAF_31032022_covN2_gc/L,2022-08-13 16:28:43,2022-04-04,2022-04-04,liquid,77333.0,"",1,350
2176,PAF_31032022_covE_gc/L,2022-08-13 16:28:43,2022-04-04,2022-04-04,liquid,39308.0,"",2,350
2177,PAF_31032022_covE_PE-COD,2022-08-13 16:28:43,2022-04-04,2022-04-04,liquid,7977612500,"",3,350
2178,PAF_31032022_covN2_PE-COD,2022-08-13 16:28:43,2022-04-04,2022-04-04,liquid,15694814714,"",9,350
2179,LIM_11082022_covN2_gc/L,2022-08-19 15:35:01,2022-08-15,2022-08-15,liquid,7412.5,"",1,697
2180,LIM_11082022_covE_gc/L,2022-08-19 15:35:01,2022-08-15,2022-08-15,liquid,1655.5,"",2,697
2181,LIM_15082022_covN2_gc/L,2022-08-19 15:35:27,2022-08-15,2022-08-15,liquid,4949.0,"",1,698
2182,LIM_15082022_covE_gc/L,2022-08-19 15:35:27,2022-08-15,2022-08-15,liquid,1500.5,"",2,698
2183,LAR_11082022_covN2_gc/L,2022-08-19 15:36:00,2022-08-15,2022-08-15,liquid,3144.0,"",1,699
2184,LAR_11082022_covE_gc/L,2022-08-19 15:36:00,2022-08-15,2022-08-15,liquid,1426.0,"",2,699
2185,LAR_15082022_covN2_gc/L,2022-08-19 15:36:27,2022-08-15,2022-08-15,liquid,2861.0,"",1,700
2186,LAR_15082022_covE_gc/L,2022-08-19 15:36:27,2022-08-15,2022-08-15,liquid,416.95,"",2,700
2187,ANT_11082022_covN2_gc/L,2022-08-19 15:37:04,2022-08-15,2022-08-15,liquid,20040.0,"",1,701
2188,ANT_11082022_covE_gc/L,2022-08-19 15:37:04,2022-08-15,2022-08-15,liquid,6463.5,"",2,701
2189,ANT_15082022_covN2_gc/L,2022-08-19 15:37:36,2022-08-15,2022-08-15,liquid,19080.0,"",1,702
2190,ANT_15082022_covE_gc/L,2022-08-19 15:37:36,2022-08-15,2022-08-15,liquid,4494.0,"",2,702
2191,VAT_11082022_covN2_gc/L,2022-08-19 15:38:10,2022-08-15,2022-08-15,liquid,8566.0,"",1,703
2192,VAT_11082022_covE_gc/L,2022-08-19 15:38:10,2022-08-15,2022-08-15,liquid,3648.5,"",2,703
2193,VAT_15082022_covN2_gc/L,2022-08-19 15:38:40,2022-08-15,2022-08-15,liquid,5485.0,"",1,704
2194,VAT_15082022_covE_gc/L,2022-08-19 15:38:40,2022-08-15,2022-08-15,liquid,5439.5,"",2,704
2195,PAF_11082022_covN2_gc/L,2022-08-19 15:39:23,2022-08-15,2022-08-15,liquid,582.0,"",1,705
2196,PAF_11082022_covE_gc/L,2022-08-19 15:39:23,2022-08-15,2022-08-15,liquid,1685.0,"",2,705
2197,PAF_15082022_covN2_gc/L,2022-08-19 15:39:50,2022-08-15,2022-08-15,liquid,1854.2,"",1,706
2198,PAF_15082022_covE_gc/L,2022-08-19 15:39:50,2022-08-15,2022-08-15,liquid,3109.5,"",2,706
2199,PAR_11082022_covN2_gc/L,2022-08-19 15:40:25,2022-08-15,2022-08-15,liquid,4420.0,"",1,707
2200,PAR_11082022_covE_gc/L,2022-08-19 15:40:25,2022-08-15,2022-08-15,liquid,1250.15,"",2,707
2201,PAR_15082022_covN2_gc/L,2022-08-19 15:40:58,2022-08-15,2022-08-15,liquid,5898.0,"",1,708
2202,PAR_15082022_covE_gc/L,2022-08-19 15:40:58,2022-08-15,2022-08-15,liquid,2686.0,"",2,708
2203,AYI_11082022_covN2_gc/L,2022-08-19 15:41:29,2022-08-15,2022-08-15,liquid,10949.0,"",1,709
2204,AYI_11082022_covE_gc/L,2022-08-19 15:41:29,2022-08-15,2022-08-15,liquid,4697.0,"",2,709
2205,AYI_15082022_covN2_gc/L,2022-08-19 15:41:54,2022-08-15,2022-08-15,liquid,5345.85,"",1,710
2206,AYI_15082022_covE_gc/L,2022-08-19 15:41:54,2022-08-15,2022-08-15,liquid,6234.0,"",2,710
2207,VAT_23052022_covE_PE-COD,2022-08-22 10:16:59,2022-05-23,2022-05-23,liquid,1353952164,"",3,532
2208,VAT_23052022_covN2_PE-COD,2022-08-22 10:16:59,2022-05-23,2022-05-23,liquid,2541108580,"",9,532
2209,VAT_26052022_covE_PE-COD,2022-08-22 10:17:39,2022-05-30,2022-05-30,liquid,1403595724,"",3,546
2210,VAT_26052022_covN2_PE-COD,2022-08-22 10:17:39,2022-05-30,2022-05-30,liquid,750170068,"",9,546
2211,VAT_30052022_covE_PE-COD,2022-08-22 10:18:12,2022-05-30,2022-05-30,liquid,7040078236,"",3,547
2212,VAT_30052022_covN2_PE-COD,2022-08-22 10:18:12,2022-05-30,2022-05-30,liquid,3211593172,"",9,547
2213,VAT_02062022_covE_PE-COD,2022-08-22 10:32:47,2022-06-06,2022-06-06,liquid,1328573141,"",3,559
2214,VAT_02062022_covN2_PE-COD,2022-08-22 10:32:47,2022-06-06,2022-06-06,liquid,4886690647,"",9,559
2215,VAT_06062022_covE_PE-COD,2022-08-22 10:33:22,2022-06-06,2022-06-06,liquid,8871084906,"",3,560
2216,VAT_06062022_covN2_PE-COD,2022-08-22 10:33:22,2022-06-06,2022-06-06,liquid,14491981132,"",9,560
2217,VAT_09062022_covE_PE-COD,2022-08-22 10:34:04,2022-06-13,2022-06-13,liquid,202185730,"",3,574
2218,VAT_09062022_covN2_PE-COD,2022-08-22 10:34:04,2022-06-13,2022-06-13,liquid,230775764,"",9,574
2219,VAT_13062022_covE_PE-COD,2022-08-22 10:34:43,2022-06-13,2022-06-13,liquid,381707006,"",3,575
2220,VAT_13062022_covN2_PE-COD,2022-08-22 10:34:43,2022-06-13,2022-06-13,liquid,1066159236,"",9,575
2222,VAT_16062022_covN2_PE-COD,2022-08-22 10:35:24,2022-06-20,2022-06-20,liquid,1121651584,"",9,589
2223,VAT_20062022_covE_PE-COD,2022-08-22 10:36:14,2022-06-20,2022-06-20,liquid,3174507042,"",3,590
2224,VAT_20062022_covN2_PE-COD,2022-08-22 10:36:14,2022-06-20,2022-06-20,liquid,4280704225,"",9,590
2225,VAT_23062022_covE_PE-COD,2022-08-22 10:36:49,2022-06-27,2022-06-27,liquid,5464587525,"",3,603
2226,VAT_23062022_covN2_PE-COD,2022-08-22 10:36:49,2022-06-27,2022-06-27,liquid,13351609658,"",9,603
2227,VAT_27062022_covE_PE-COD,2022-08-22 10:37:35,2022-06-27,2022-06-27,liquid,6381172291,"",3,604
2228,VAT_27062022_covN2_PE-COD,2022-08-22 10:37:35,2022-06-27,2022-06-27,liquid,10653197158,"",9,604
2229,VAT_30062022_covE_PE-COD,2022-08-22 10:38:09,2022-07-04,2022-07-04,liquid,7120288945,"",3,618
2230,VAT_30062022_covN2_PE-COD,2022-08-22 10:38:09,2022-07-04,2022-07-04,liquid,12710804020,"",9,618
2231,VAT_04072022_covE_PE-COD,2022-08-22 10:38:52,2022-07-04,2022-07-04,liquid,5713265306,"",3,619
2232,VAT_04072022_covN2_PE-COD,2022-08-22 10:38:52,2022-07-04,2022-07-04,liquid,12313265306,"",9,619
2233,VAT_07072022_covE_PE-COD,2022-08-22 10:39:28,2022-07-11,2022-07-11,liquid,6208706468,"",3,636
2234,VAT_07072022_covN2_PE-COD,2022-08-22 10:39:28,2022-07-11,2022-07-11,liquid,33946766169,"",9,636
2235,PAF_12052022_covE_PE-COD,2022-08-22 12:37:20,2022-05-16,2022-05-16,liquid,1191636826,"",3,516
2236,PAF_12052022_covN2_PE-COD,2022-08-22 12:37:20,2022-05-16,2022-05-16,liquid,422641243,"",9,516
2237,PAF_16052022_covE_PE-COD,2022-08-22 12:37:56,2022-05-16,2022-05-16,liquid,1643183744,"",3,517
2238,PAF_16052022_covN2_PE-COD,2022-08-22 12:37:56,2022-05-16,2022-05-16,liquid,234817880,"",9,517
2239,PAF_19052022_covE_PE-COD,2022-08-22 12:38:31,2022-05-23,2022-05-23,liquid,1480307803,"",3,533
2240,PAF_19052022_covN2_PE-COD,2022-08-22 12:38:31,2022-05-23,2022-05-23,liquid,1496112821,"",9,533
2241,PAF_23052022_covE_PE-COD,2022-08-22 12:39:07,2022-05-23,2022-05-23,liquid,1199454761,"",3,534
2242,PAF_23052022_covN2_PE-COD,2022-08-22 12:39:07,2022-05-23,2022-05-23,liquid,466998173,"",9,534
2243,PAF_26052022_covE_PE-COD,2022-08-22 12:40:19,2022-05-30,2022-05-30,liquid,613079448,"",3,548
2244,PAF_26052022_covN2_PE-COD,2022-08-22 12:40:19,2022-05-30,2022-05-30,liquid,1247352969,"",9,548
2245,PAF_30052022_covE_PE-COD,2022-08-22 12:40:51,2022-05-30,2022-05-30,liquid,849928629,"",3,549
2246,PAF_30052022_covN2_PE-COD,2022-08-22 12:40:51,2022-05-30,2022-05-30,liquid,381641741,"",9,549
2247,PAF_02062022_covE_PE-COD,2022-08-22 13:53:31,2022-06-06,2022-06-06,liquid,511328332,"",3,561
2248,PAF_02062022_covN2_PE-COD,2022-08-22 13:53:31,2022-06-06,2022-06-06,liquid,1310361442,"",9,561
2249,PAF_06062022_covE_PE-COD,2022-08-22 13:55:19,2022-06-06,2022-06-06,liquid,543834339,"",3,562
2250,PAF_06062022_covN2_PE-COD,2022-08-22 13:55:19,2022-06-06,2022-06-06,liquid,1129306248,"",9,562
2251,PAF_09062022_covE_PE-COD,2022-08-22 13:56:00,2022-06-13,2022-06-13,liquid,253761263,"",3,577
2252,PAF_09062022_covN2_PE-COD,2022-08-22 13:56:00,2022-06-13,2022-06-13,liquid,1298098014,"",9,577
2255,PAF_16062022_covE_PE-COD,2022-08-22 13:57:21,2022-06-20,2022-06-20,liquid,183680018,"",3,591
2256,PAF_16062022_covN2_PE-COD,2022-08-22 13:57:21,2022-06-20,2022-06-20,liquid,395010791,"",9,591
2257,PAF_20062022_covE_PE-COD,2022-08-22 13:57:59,2022-06-20,2022-06-20,liquid,648759501,"",3,592
2258,PAF_20062022_covN2_PE-COD,2022-08-22 13:57:59,2022-06-20,2022-06-20,liquid,1049149028,"",9,592
2259,PAF_23062022_covE_PE-COD,2022-08-22 13:58:31,2022-06-27,2022-06-27,liquid,313081165,"",3,605
2260,PAF_23062022_covN2_PE-COD,2022-08-22 13:58:31,2022-06-27,2022-06-27,liquid,657932760,"",9,605
2261,PAF_13062022_covN2_gc/L,2022-08-22 14:02:08,2022-06-13,2022-06-13,liquid,1724.45,"",1,711
2262,PAF_13062022_covE_gc/L,2022-08-22 14:02:08,2022-06-13,2022-06-13,liquid,1020.0,"",2,711
2263,PAF_13062022_covE_PE-COD,2022-08-22 14:02:08,2022-06-13,2022-06-13,liquid,110995035,"",3,711
2264,PAF_13062022_covN2_PE-COD,2022-08-22 14:02:08,2022-06-13,2022-06-13,liquid,187626358,"",9,711
2265,PAF_16062022_covE_PE-COD,2022-08-22 14:03:49,2022-06-20,2022-06-20,liquid,183680018,"",3,591
2266,PAF_16062022_covN2_PE-COD,2022-08-22 14:03:49,2022-06-20,2022-06-20,liquid,395010791,"",9,591
2267,PAF_20062022_covE_PE-COD,2022-08-22 14:05:18,2022-06-20,2022-06-20,liquid,648759501,"",3,592
2268,PAF_20062022_covN2_PE-COD,2022-08-22 14:05:18,2022-06-20,2022-06-20,liquid,1049149028,"",9,592
2269,PAF_23062022_covE_PE-COD,2022-08-22 14:05:56,2022-06-27,2022-06-27,liquid,313081165,"",3,605
2270,PAF_23062022_covN2_PE-COD,2022-08-22 14:05:56,2022-06-27,2022-06-27,liquid,657932760,"",9,605
2271,PAF_27062022_covE_PE-COD,2022-08-22 14:06:47,2022-06-27,2022-06-27,liquid,973020623,"",3,606
2272,PAF_27062022_covN2_PE-COD,2022-08-22 14:06:47,2022-06-27,2022-06-27,liquid,967541662,"",9,606
2273,PAF_30062022_covN2_gc/L,2022-08-22 14:07:20,2022-07-04,2022-07-04,liquid,4303.507,"",1,620
2274,PAF_30062022_covE_gc/L,2022-08-22 14:07:20,2022-07-04,2022-07-04,liquid,9637.0,"",2,620
2275,PAF_30062022_covE_PE-COD,2022-08-22 14:07:20,2022-07-04,2022-07-04,liquid,1341860759,"",3,620
2276,PAF_30062022_covN2_PE-COD,2022-08-22 14:07:20,2022-07-04,2022-07-04,liquid,599222494,"",9,620
2277,PAF_04072022_covN2_gc/L,2022-08-22 14:07:52,2022-07-04,2022-07-04,liquid,6424.5204,"",1,621
2278,PAF_04072022_covE_gc/L,2022-08-22 14:07:52,2022-07-04,2022-07-04,liquid,10918.0,"",2,621
2279,PAF_04072022_covE_PE-COD,2022-08-22 14:07:52,2022-07-04,2022-07-04,liquid,2129397163,"",3,621
2280,PAF_04072022_covN2_PE-COD,2022-08-22 14:07:52,2022-07-04,2022-07-04,liquid,1253009298,"",9,621
2281,PAR_02052022_covE_PE-COD,2022-08-22 15:04:01,2022-05-02,2022-05-02,liquid,10356097561,"",3,428
2282,PAR_02052022_covN2_PE-COD,2022-08-22 15:04:01,2022-05-02,2022-05-02,liquid,446768.0,"",9,428
2283,PAR_05052022_covE_PE-COD,2022-08-22 15:04:44,2022-05-09,2022-05-09,liquid,901170929,"",3,478
2284,PAR_05052022_covN2_PE-COD,2022-08-22 15:04:44,2022-05-09,2022-05-09,liquid,621359.0,"",9,478
2285,PAR_09052022_covE_PE-COD,2022-08-22 15:05:26,2022-05-09,2022-05-09,liquid,790303738,"",3,479
2286,PAR_09052022_covN2_PE-COD,2022-08-22 15:05:26,2022-05-09,2022-05-09,liquid,1034334.0,"",9,479
2287,PAR_12052022_covE_PE-COD,2022-08-22 15:06:33,2022-05-16,2022-05-16,liquid,4238265306,"",3,518
2288,PAR_12052022_covN2_PE-COD,2022-08-22 15:06:33,2022-05-16,2022-05-16,liquid,549030612,"",9,518
2289,PAR_16052022_covE_PE-COD,2022-08-22 15:09:08,2022-05-16,2022-05-16,liquid,2401069246,"",3,519
2290,PAR_16052022_covN2_PE-COD,2022-08-22 15:09:08,2022-05-16,2022-05-16,liquid,705422607,"",9,519
2291,PAR_19052022_covN2_gc/L,2022-08-22 15:09:39,2022-05-23,2022-05-23,liquid,19775.0,"",1,535
2292,PAR_19052022_covE_gc/L,2022-08-22 15:09:39,2022-05-23,2022-05-23,liquid,22165.0,"",2,535
2293,PAR_19052022_covE_PE-COD,2022-08-22 15:09:39,2022-05-23,2022-05-23,liquid,4540316574,"",3,535
2294,PAR_19052022_covN2_PE-COD,2022-08-22 15:09:39,2022-05-23,2022-05-23,liquid,4050744879,"",9,535
2295,PAR_23052022_covN2_gc/L,2022-08-22 15:10:04,2022-05-23,2022-05-23,liquid,3925.0,"",1,536
2296,PAR_23052022_covE_gc/L,2022-08-22 15:10:04,2022-05-23,2022-05-23,liquid,23205.5,"",2,536
2297,PAR_23052022_covE_PE-COD,2022-08-22 15:10:04,2022-05-23,2022-05-23,liquid,2738846567,"",3,536
2298,PAR_23052022_covN2_PE-COD,2022-08-22 15:10:04,2022-05-23,2022-05-23,liquid,463251073,"",9,536
2299,PAR_26052022_covE_gc/L,2022-08-22 15:12:56,2022-05-30,2022-05-30,liquid,12743.0,"",2,550
2300,PAR_26052022_covE_PE-COD,2022-08-22 15:12:56,2022-05-30,2022-05-30,liquid,2809078156,"",3,550
2301,PAR_30052022_covN2_gc/L,2022-08-22 15:13:28,2022-05-30,2022-05-30,liquid,20080.0,"",1,551
2302,PAR_30052022_covE_gc/L,2022-08-22 15:13:28,2022-05-30,2022-05-30,liquid,10779.5,"",2,551
2303,PAR_30052022_covE_PE-COD,2022-08-22 15:13:28,2022-05-30,2022-05-30,liquid,2424836401,"",3,551
2304,PAR_30052022_covN2_PE-COD,2022-08-22 15:13:28,2022-05-30,2022-05-30,liquid,4516973415,"",9,551
2305,PAR_02062022_covE_gc/L,2022-08-22 15:13:57,2022-06-06,2022-06-06,liquid,16380.0,"",2,563
2306,PAR_02062022_covE_PE-COD,2022-08-22 15:13:57,2022-06-06,2022-06-06,liquid,3610821643,"",3,563
2307,PAR_06062022_covN2_gc/L,2022-08-22 15:14:26,2022-06-06,2022-06-06,liquid,30010.0,"",1,564
2308,PAR_06062022_covE_gc/L,2022-08-22 15:14:26,2022-06-06,2022-06-06,liquid,18577.5,"",2,564
2309,PAR_06062022_covE_PE-COD,2022-08-22 15:14:26,2022-06-06,2022-06-06,liquid,2626638817,"",3,564
2310,PAR_06062022_covN2_PE-COD,2022-08-22 15:14:26,2022-06-06,2022-06-06,liquid,4243059126,"",9,564
2311,PAR_09062022_covN2_gc/L,2022-08-22 15:15:23,2022-06-14,2022-06-14,liquid,5958.5,"",1,579
2312,PAR_09062022_covE_gc/L,2022-08-22 15:15:23,2022-06-14,2022-06-14,liquid,3288.0,"",2,579
2313,PAR_09062022_covE_PE-COD,2022-08-22 15:15:23,2022-06-14,2022-06-14,liquid,513750000,"",3,579
2314,PAR_09062022_covN2_PE-COD,2022-08-22 15:15:23,2022-06-14,2022-06-14,liquid,931015625,"",9,579
2315,PAR_13062022_covN2_gc/L,2022-08-22 15:17:56,2022-06-14,2022-06-14,liquid,5200.0,"",1,580
2316,PAR_13062022_covE_gc/L,2022-08-22 15:17:56,2022-06-14,2022-06-14,liquid,4139.5,"",2,580
2317,PAR_13062022_covE_PE-COD,2022-08-22 15:17:56,2022-06-14,2022-06-14,liquid,766574074,"",3,580
2318,PAR_13062022_covN2_PE-COD,2022-08-22 15:17:56,2022-06-14,2022-06-14,liquid,962962963,"",9,580
2319,PAR_16062022_covN2_gc/L,2022-08-22 15:18:29,2022-06-20,2022-06-20,liquid,13109.0,"",1,593
2320,PAR_16062022_covE_gc/L,2022-08-22 15:18:29,2022-06-20,2022-06-20,liquid,10432.5,"",2,593
2321,PAR_16062022_covE_PE-COD,2022-08-22 15:18:29,2022-06-20,2022-06-20,liquid,2219680851,"",3,593
2322,PAR_16062022_covN2_PE-COD,2022-08-22 15:18:29,2022-06-20,2022-06-20,liquid,2789148936,"",9,593
2323,PAR_20062022_covN2_gc/L,2022-08-22 15:18:52,2022-06-20,2022-06-20,liquid,16600.0,"",1,594
2324,PAR_20062022_covE_gc/L,2022-08-22 15:18:52,2022-06-20,2022-06-20,liquid,3470.95,"",2,594
2325,PAR_20062022_covE_PE-COD,2022-08-22 15:18:52,2022-06-20,2022-06-20,liquid,262950758,"",3,594
2326,PAR_20062022_covN2_PE-COD,2022-08-22 15:18:52,2022-06-20,2022-06-20,liquid,1257575758,"",9,594
2327,PAR_23062022_covN2_gc/L,2022-08-22 15:19:11,2022-06-27,2022-06-27,liquid,29745.0,"",1,607
2328,PAR_23062022_covE_gc/L,2022-08-22 15:19:11,2022-06-27,2022-06-27,liquid,13173.5,"",2,607
2329,PAR_23062022_covE_PE-COD,2022-08-22 15:19:11,2022-06-27,2022-06-27,liquid,3006400415,"",3,607
2330,PAR_23062022_covN2_PE-COD,2022-08-22 15:19:11,2022-06-27,2022-06-27,liquid,6788278008,"",9,607
2331,PAR_27062022_covN2_gc/L,2022-08-22 15:19:32,2022-06-27,2022-06-27,liquid,40325.0,"",1,608
2332,PAR_27062022_covE_gc/L,2022-08-22 15:19:32,2022-06-27,2022-06-27,liquid,19305.0,"",2,608
2333,PAR_27062022_covE_PE-COD,2022-08-22 15:19:32,2022-06-27,2022-06-27,liquid,4396583851,"",3,608
2334,PAR_27062022_covN2_PE-COD,2022-08-22 15:19:32,2022-06-27,2022-06-27,liquid,9183747412,"",9,608
2335,PAR_30062022_covN2_gc/L,2022-08-22 15:20:50,2022-07-04,2022-07-04,liquid,35445.0,"",1,622
2336,PAR_30062022_covE_gc/L,2022-08-22 15:20:50,2022-07-04,2022-07-04,liquid,21375.0,"",2,622
2337,PAR_30062022_covE_PE-COD,2022-08-22 15:20:50,2022-07-04,2022-07-04,liquid,5558510638,"",3,622
2338,PAR_30062022_covN2_PE-COD,2022-08-22 15:20:50,2022-07-04,2022-07-04,liquid,9217375887,"",9,622
2339,PAR_04072022_covN2_gc/L,2022-08-22 15:29:38,2022-07-04,2022-07-04,liquid,56705.0,"",1,623
2340,PAR_04072022_covE_gc/L,2022-08-22 15:29:38,2022-07-04,2022-07-04,liquid,15740.0,"",2,623
2341,PAR_04072022_covE_PE-COD,2022-08-22 15:29:38,2022-07-04,2022-07-04,liquid,2801618123,"",3,623
2342,PAR_04072022_covN2_PE-COD,2022-08-22 15:29:38,2022-07-04,2022-07-04,liquid,10093122977,"",9,623
2343,PAR_07072022_covN2_gc/L,2022-08-22 15:30:18,2022-07-11,2022-07-11,liquid,284450.0,"",1,634
2344,PAR_07072022_covE_gc/L,2022-08-22 15:30:18,2022-07-11,2022-07-11,liquid,56140.0,"",2,634
2345,PAR_07072022_covE_PE-COD,2022-08-22 15:30:18,2022-07-11,2022-07-11,liquid,10988256228,"",3,634
2346,PAR_07072022_covN2_PE-COD,2022-08-22 15:30:18,2022-07-11,2022-07-11,liquid,55675266904,"",9,634
2347,PAR_11072022_covN2_gc/L,2022-08-22 15:30:39,2022-07-11,2022-07-11,liquid,84905.0,"",1,635
2348,PAR_11072022_covE_gc/L,2022-08-22 15:30:39,2022-07-11,2022-07-11,liquid,55920.0,"",2,635
2349,PAR_11072022_covE_PE-COD,2022-08-22 15:30:39,2022-07-11,2022-07-11,liquid,12204761905,"",3,635
2350,PAR_11072022_covN2_PE-COD,2022-08-22 15:30:39,2022-07-11,2022-07-11,liquid,18530853175,"",9,635
2351,PAR_14072022_covN2_gc/L,2022-08-22 15:31:22,2022-07-18,2022-07-18,liquid,10238.5,"",1,650
